Case Id,Start Timestamp,End Timesstamp,Event Name,Event Type,Subjec Group,Subject Id,Object Group,Object Id,Event Id
407RP,2017-12-28 19:13:13,2017-12-28 19:15:13,go to approriate shelf,process activity,robot,6r,shelf,7s,1521
79RP,2017-12-28 19:10:13,2017-12-28 19:16:13,putdown current shelf,process activity,robot,4r,shelf,4s,1520
162RP,2017-12-28 19:06:13,2017-12-28 19:20:13,reduce speed,process activity,robot,8r,shelf,21s,1515
162RP,2017-12-28 19:02:13,2017-12-28 19:20:13,move shelf to dock,process activity,robot,8r,shelf,21s,1510
407RP,2017-12-28 19:22:13,2017-12-28 19:24:13,reduce speed,process activity,robot,6r,shelf,7s,1528
407RP,2017-12-28 19:17:13,2017-12-28 19:24:13,move shelf to dock,process activity,robot,6r,shelf,7s,1524
79RP,2017-12-28 19:17:13,2017-12-28 19:29:13,go to approriate shelf,process activity,robot,4r,shelf,9s,1523
33RP,2017-12-28 19:31:13,2017-12-28 19:37:13,putdown current shelf,process activity,robot,2r,shelf,1s,1539
162RP,2017-12-28 19:28:13,2017-12-28 19:42:13,move shelf from dock,process activity,robot,8r,shelf,21s,1535
33RP,2017-12-28 19:37:13,2017-12-28 19:47:13,go to approriate shelf,process activity,robot,2r,shelf,6s,1546
407RP,2017-12-28 19:34:13,2017-12-28 19:49:13,move shelf from dock,process activity,robot,6r,shelf,7s,1544
79RP,2017-12-28 19:45:13,2017-12-28 19:51:13,reduce speed,process activity,robot,4r,shelf,9s,1549
79RP,2017-12-28 19:30:13,2017-12-28 19:52:13,move shelf to dock,process activity,robot,4r,shelf,9s,1538
304RP,2017-12-28 20:04:13,2017-12-28 20:09:13,putdown current shelf,process activity,robot,3r,shelf,0s,1567
79RP,2017-12-28 19:58:13,2017-12-28 20:10:13,move shelf from dock,process activity,robot,4r,shelf,9s,1563
33RP,2017-12-28 20:03:13,2017-12-28 20:17:13,reduce speed,process activity,robot,2r,shelf,6s,1564
33RP,2017-12-28 19:49:13,2017-12-28 20:17:13,move shelf to dock,process activity,robot,2r,shelf,6s,1551
438RP,2017-12-28 20:12:13,2017-12-28 20:19:13,putdown current shelf,process activity,robot,6r,shelf,7s,1573
304RP,2017-12-28 20:10:13,2017-12-28 20:23:13,go to approriate shelf,process activity,robot,3r,shelf,12s,1571
438RP,2017-12-28 20:19:13,2017-12-28 20:29:13,go to approriate shelf,process activity,robot,6r,shelf,8s,1577
33RP,2017-12-28 20:22:13,2017-12-28 20:36:13,move shelf from dock,process activity,robot,2r,shelf,6s,1580
304RP,2017-12-28 20:24:13,2017-12-28 20:36:13,move shelf to dock,process activity,robot,3r,shelf,12s,1583
304RP,2017-12-28 20:41:13,2017-12-28 20:44:13,move shelf from dock,process activity,robot,3r,shelf,12s,1594
157RP,2017-12-28 20:43:13,2017-12-28 20:48:13,putdown current shelf,process activity,robot,7r,shelf,21s,1597
157RP,2017-12-28 20:52:13,2017-12-28 20:56:13,go to approriate shelf,process activity,robot,7r,shelf,20s,1601
438RP,2017-12-28 20:44:13,2017-12-28 20:58:13,reduce speed,process activity,robot,6r,shelf,8s,1600
438RP,2017-12-28 20:31:13,2017-12-28 20:58:13,move shelf to dock,process activity,robot,6r,shelf,8s,1588
438RP,2017-12-28 21:06:13,2017-12-28 21:17:13,move shelf from dock,process activity,robot,6r,shelf,8s,1612
431RP,2017-12-28 21:20:13,2017-12-28 21:22:13,putdown current shelf,process activity,robot,9r,shelf,13s,1620
157RP,2017-12-28 21:08:13,2017-12-28 21:23:13,reduce speed,process activity,robot,7r,shelf,20s,1614
157RP,2017-12-28 20:57:13,2017-12-28 21:23:13,move shelf to dock,process activity,robot,7r,shelf,20s,1603
431RP,2017-12-28 21:23:13,2017-12-28 21:37:13,go to approriate shelf,process activity,robot,9r,shelf,4s,1622
153RP,2017-12-28 21:36:13,2017-12-28 21:39:13,putdown current shelf,process activity,robot,0r,shelf,20s,1630
157RP,2017-12-28 21:28:13,2017-12-28 21:40:13,move shelf from dock,process activity,robot,7r,shelf,20s,1627
153RP,2017-12-28 21:39:13,2017-12-28 21:42:13,go to approriate shelf,process activity,robot,0r,shelf,9s,1635
104RP,2017-12-28 21:40:13,2017-12-28 21:43:13,putdown current shelf,process activity,robot,5r,shelf,12s,1637
104RP,2017-12-28 21:44:13,2017-12-28 21:46:13,go to approriate shelf,process activity,robot,5r,shelf,17s,1641
153RP,2017-12-28 21:43:13,2017-12-28 21:46:13,move shelf to dock,process activity,robot,0r,shelf,9s,1640
204RP,2017-12-28 21:49:13,2017-12-28 21:53:13,putdown current shelf,process activity,robot,1r,shelf,17s,1647
153RP,2017-12-28 21:55:13,2017-12-28 21:59:13,move shelf from dock,process activity,robot,0r,shelf,9s,1657
99RP,2017-12-28 21:57:13,2017-12-28 22:00:13,putdown current shelf,process activity,robot,8r,shelf,21s,1662
431RP,2017-12-28 21:50:13,2017-12-28 22:04:13,reduce speed,process activity,robot,9r,shelf,4s,1651
431RP,2017-12-28 21:39:13,2017-12-28 22:04:13,move shelf to dock,process activity,robot,9r,shelf,4s,1634
204RP,2017-12-28 21:54:13,2017-12-28 22:07:13,go to approriate shelf,process activity,robot,1r,shelf,7s,1655
104RP,2017-12-28 21:53:13,2017-12-28 22:08:13,reduce speed,process activity,robot,5r,shelf,17s,1654
104RP,2017-12-28 21:48:13,2017-12-28 22:08:13,move shelf to dock,process activity,robot,5r,shelf,17s,1646
99RP,2017-12-28 22:00:13,2017-12-28 22:14:13,go to approriate shelf,process activity,robot,8r,shelf,15s,1663
204RP,2017-12-28 22:19:13,2017-12-28 22:21:13,reduce speed,process activity,robot,1r,shelf,7s,1684
204RP,2017-12-28 22:08:13,2017-12-28 22:21:13,move shelf to dock,process activity,robot,1r,shelf,7s,1669
6RP,2017-12-28 22:20:13,2017-12-28 22:22:13,putdown current shelf,process activity,robot,4r,shelf,9s,1686
99RP,2017-12-28 22:17:13,2017-12-28 22:26:13,move shelf to dock,process activity,robot,8r,shelf,15s,1682
104RP,2017-12-28 22:17:13,2017-12-28 22:29:13,move shelf from dock,process activity,robot,5r,shelf,17s,1683
431RP,2017-12-28 22:13:13,2017-12-28 22:30:13,move shelf from dock,process activity,robot,9r,shelf,4s,1676
204RP,2017-12-28 22:29:13,2017-12-28 22:33:13,move shelf from dock,process activity,robot,1r,shelf,7s,1693
99RP,2017-12-28 22:33:13,2017-12-28 22:37:13,move shelf from dock,process activity,robot,8r,shelf,15s,1700
6RP,2017-12-28 22:23:13,2017-12-28 22:37:13,go to approriate shelf,process activity,robot,4r,shelf,12s,1688
357RP,2017-12-28 22:37:13,2017-12-28 22:46:13,putdown current shelf,process activity,robot,2r,shelf,6s,1702
357RP,2017-12-28 22:46:13,2017-12-28 22:50:13,go to approriate shelf,process activity,robot,2r,shelf,1s,1706
357RP,2017-12-28 22:56:13,2017-12-28 22:58:13,reduce speed,process activity,robot,2r,shelf,1s,1718
357RP,2017-12-28 22:52:13,2017-12-28 22:58:13,move shelf to dock,process activity,robot,2r,shelf,1s,1711
195RP,2017-12-28 22:55:13,2017-12-28 22:59:13,putdown current shelf,process activity,robot,3r,shelf,12s,1717
6RP,2017-12-28 22:48:13,2017-12-28 23:00:13,reduce speed,process activity,robot,4r,shelf,12s,1708
6RP,2017-12-28 22:39:13,2017-12-28 23:00:13,move shelf to dock,process activity,robot,4r,shelf,12s,1704
6RP,2017-12-28 23:07:13,2017-12-28 23:10:13,move shelf from dock,process activity,robot,4r,shelf,12s,1730
195RP,2017-12-28 22:59:13,2017-12-28 23:11:13,go to approriate shelf,process activity,robot,3r,shelf,19s,1721
357RP,2017-12-28 23:04:13,2017-12-28 23:14:13,move shelf from dock,process activity,robot,2r,shelf,1s,1727
201RP,2017-12-28 23:16:13,2017-12-28 23:23:13,putdown current shelf,process activity,robot,6r,shelf,8s,1740
195RP,2017-12-28 23:24:13,2017-12-28 23:35:13,reduce speed,process activity,robot,3r,shelf,19s,1745
195RP,2017-12-28 23:13:13,2017-12-28 23:35:13,move shelf to dock,process activity,robot,3r,shelf,19s,1736
138RP,2017-12-28 23:27:13,2017-12-28 23:36:13,reduce speed,process activity,robot,7r,shelf,20s,1747
138RP,2017-12-28 23:16:13,2017-12-28 23:36:13,move shelf to dock,process activity,robot,7r,shelf,20s,1741
201RP,2017-12-28 23:23:13,2017-12-28 23:38:13,go to approriate shelf,process activity,robot,6r,shelf,24s,1744
494RP,2017-12-28 23:43:13,2017-12-28 23:45:13,putdown current shelf,process activity,robot,0r,shelf,9s,1763
201RP,2017-12-28 23:40:13,2017-12-28 23:46:13,move shelf to dock,process activity,robot,6r,shelf,24s,1758
494RP,2017-12-28 23:46:13,2017-12-28 23:49:13,go to approriate shelf,process activity,robot,0r,shelf,22s,1766
195RP,2017-12-28 23:46:13,2017-12-28 23:56:13,move shelf from dock,process activity,robot,3r,shelf,19s,1767
138RP,2017-12-28 23:45:13,2017-12-28 23:57:13,move shelf from dock,process activity,robot,7r,shelf,20s,1765
201RP,2017-12-28 23:55:13,2017-12-29 00:09:13,move shelf from dock,process activity,robot,6r,shelf,24s,1779
494RP,2017-12-28 23:57:13,2017-12-29 00:12:13,reduce speed,process activity,robot,0r,shelf,22s,1781
494RP,2017-12-28 23:50:13,2017-12-29 00:15:13,move shelf to dock,process activity,robot,0r,shelf,22s,1774
18RP,2017-12-29 00:08:13,2017-12-29 00:20:13,putdown current shelf,process activity,robot,4r,shelf,12s,1784
